base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,Competitive,Cooperative,8bit_vector,4bit_orig,norm,norm_desc,variant_id,Emotion_Leniency,DNF,DNF_literals 
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,54.475,0.24,0.74,0.02,0.0,0.76,0.24,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,36.76,0.0,0.0,0.12,0.88,0.84,0.16,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,7.999,0.02,0.0,0.0,0.98,0.98,0.02,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,14.699,0.0,0.04,0.02,0.94,0.94,0.06,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,4.996,0.02,0.02,0.02,0.94,0.94,0.06,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,53.089,0.0,0.02,0.02,0.96,0.96,0.04,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,16.905,0.02,0.04,0.04,0.9,0.9,0.1,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,5.338,0.04,0.1,0.1,0.76,0.76,0.24,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,40.154,0.0,0.04,0.14,0.82,0.82,0.18,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,5.634,0.0,0.04,0.04,0.92,0.92,0.08,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,15.893,0.0,0.06,0.14,0.8,0.8,0.2,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,38.051,0.02,0.02,0.12,0.84,0.86,0.14,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,17.467,0.02,0.0,0.0,0.98,0.84,0.16,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,5.467,0.02,0.0,0.0,0.98,0.98,0.02,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,11.71,0.0,0.0,0.04,0.96,0.96,0.04,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,7.805,0.02,0.08,0.06,0.84,0.86,0.14,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,44.752,0.04,0.02,0.0,0.94,0.94,0.06,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,88.582,0.0,0.78,0.04,0.18,0.6,0.4,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,57.222,0.02,0.0,0.02,0.96,0.96,0.04,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,42.853,0.0,0.02,0.04,0.94,0.94,0.06,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,5.383,0.02,0.06,0.12,0.8,0.8,0.2,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,19.733,0.0,0.04,0.1,0.86,0.86,0.14,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,13.387,0.02,0.12,0.14,0.72,0.72,0.28,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,9.185,0.0,0.0,0.08,0.92,0.92,0.08,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,82.364,0.0,0.12,0.0,0.88,0.88,0.12,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,76.892,0.0,0.04,0.0,0.96,0.96,0.04,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,66.563,0.38,0.6,0.0,0.02,0.6,0.4,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,8.605,0.0,0.0,0.02,0.98,0.98,0.02,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,30.146,0.04,0.02,0.0,0.94,0.96,0.04,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,32.532,0.0,0.0,0.0,1.0,1.0,0.0,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,87.466,0.34,0.64,0.0,0.02,0.66,0.34,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,88.072,0.1,0.86,0.02,0.02,0.86,0.14,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,9.85,0.0,0.02,0.0,0.98,0.98,0.02,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,27.013,0.06,0.0,0.02,0.92,0.92,0.08,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,37.51,0.02,0.0,0.0,0.98,0.98,0.02,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,70.775,0.04,0.96,0.0,0.0,0.96,0.04,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,17.903,0.0,0.02,0.0,0.98,0.98,0.02,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,49.091,0.02,0.08,0.0,0.9,0.9,0.1,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,60.665,0.02,0.02,0.06,0.9,0.9,0.1,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.9,17.983,0.0,0.02,0.0,0.98,0.98,0.02,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,51.058,0.08,0.0,0.0,0.92,0.92,0.08,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,30.962,0.02,0.0,0.04,0.94,0.94,0.06,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.73,0.02,0.08,0.0,0.9,0.9,0.1,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,8.233,0.0,0.0,0.1,0.9,0.9,0.1,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,57.424,0.04,0.0,0.0,0.96,0.96,0.04,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,6.167,0.0,0.02,0.0,0.98,0.98,0.02,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.169,0.0,0.0,0.02,0.98,0.96,0.04,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,10.763,0.04,0.06,0.02,0.88,0.88,0.12,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,6.202,0.0,0.04,0.0,0.96,0.96,0.04,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,32.915,0.02,0.96,0.0,0.02,0.96,0.04,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,84.752,0.08,0.0,0.02,0.9,0.9,0.1,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.716,0.0,0.02,0.02,0.96,0.96,0.04,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,73.627,0.1,0.9,0.0,0.0,0.9,0.1,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,11.99,0.0,0.02,0.02,0.96,0.96,0.04,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,17.475,0.0,0.0,0.1,0.9,0.9,0.1,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,21.854,0.04,0.0,0.0,0.96,0.96,0.04,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,83.063,0.02,0.0,0.16,0.82,0.82,0.18,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,85.982,0.0,0.04,0.04,0.92,0.92,0.08,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.324,0.02,0.0,0.04,0.94,0.94,0.06,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,40.917,0.06,0.02,0.0,0.92,0.92,0.08,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,40.646,0.06,0.02,0.0,0.92,0.92,0.08,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,29.469,0.06,0.92,0.0,0.02,0.92,0.08,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,5.816,0.0,0.0,0.0,1.0,1.0,0.0,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,32.191,0.0,0.0,0.08,0.92,0.92,0.08,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,22.36,0.0,0.0,0.38,0.62,0.92,0.08,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,31.994,0.0,0.0,0.02,0.98,0.98,0.02,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,40.475,0.02,0.0,0.02,0.96,0.96,0.04,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,37.361,0.02,0.0,0.0,0.98,0.98,0.02,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
"[[0, 0], [1, 1]]","[[(1, 0), (0, 0)], [(0, 1), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,1.0,56.441,0.22,0.74,0.0,0.04,0.74,0.26,10000111,0011,ImageScoring,"Cooperation always good, defection always bad (action-only).",ImageScoring_v11,0.5,(A & E) | (A & R) | (~A & ~E & ~R),7
