variant_id,DNF_literals,Emotion_Leniency,gamma_center,is_base,avg_coop,std_coop,DNF,avg_coop_percent,std_coop_percent
ImageScoring_v4,2,0.5,0.3,False,29.312179999999998,7.414393794120036,A & E,29.312179999999998,7.414393794120036
ImageScoring_v4,2,0.5,0.4,False,26.1109,6.899446325759831,A & E,26.1109,6.899446325759831
ImageScoring_v4,2,0.5,0.5,False,26.15928,7.508729311886511,A & E,26.15928,7.508729311886511
ImageScoring_v4,2,0.5,0.6,False,25.76206,7.533123019365737,A & E,25.76206,7.533123019365737
ImageScoring_v4,2,0.5,0.7,False,27.13466,8.229393390519034,A & E,27.13466,8.229393390519034
ImageScoring_v4,2,0.5,0.8,False,25.66612,7.310912711774344,A & E,25.66612,7.310912711774344
ImageScoring_v4,2,0.5,0.9,False,24.859119999999997,10.349301754303653,A & E,24.859119999999997,10.349301754303653
ImageScoring_v4,2,0.5,1.0,False,24.94662,8.584660265442146,A & E,24.94662,8.584660265442146
ImageScoring_v5,3,0.75,0.0,False,29.32648,6.655444324209546,A | (R & ~E),29.32648,6.655444324209546
ImageScoring_v5,3,0.75,0.1,False,27.725340000000003,6.2479320125191204,A | (R & ~E),27.725340000000003,6.2479320125191204
ImageScoring_v5,3,0.75,0.2,False,24.72178,4.970396129616444,A | (R & ~E),24.72178,4.970396129616444
ImageScoring_v5,3,0.75,0.3,False,21.22888,5.220877776850971,A | (R & ~E),21.22888,5.220877776850971
ImageScoring_v5,3,0.75,0.4,False,15.79964,4.254884630009829,A | (R & ~E),15.79964,4.254884630009829
ImageScoring_v5,3,0.75,0.5,False,13.37398,3.32759120753884,A | (R & ~E),13.37398,3.32759120753884
ImageScoring_v5,3,0.75,0.6,False,10.3311,2.7163695102703773,A | (R & ~E),10.3311,2.7163695102703773
ImageScoring_v5,3,0.75,0.7,False,8.60562,2.482930254471806,A | (R & ~E),8.60562,2.482930254471806
ImageScoring_v5,3,0.75,0.8,False,7.5851999999999995,2.252721075698889,A | (R & ~E),7.5851999999999995,2.252721075698889
ImageScoring_v5,3,0.75,0.9,False,6.537279999999999,1.5197236730567107,A | (R & ~E),6.537279999999999,1.5197236730567107
ImageScoring_v5,3,0.75,1.0,False,6.273300000000001,1.4371556126954523,A | (R & ~E),6.273300000000001,1.4371556126954523
ImageScoring_v6,7,0.5,0.0,False,29.17434,5.329998030439578,(A & E) | (A & ~R) | (R & ~A & ~E),29.17434,5.329998030439578
ImageScoring_v6,7,0.5,0.1,False,24.08758,6.363903538597314,(A & E) | (A & ~R) | (R & ~A & ~E),24.08758,6.363903538597314
ImageScoring_v6,7,0.5,0.2,False,20.533360000000002,4.868942313840884,(A & E) | (A & ~R) | (R & ~A & ~E),20.533360000000002,4.868942313840884
ImageScoring_v6,7,0.5,0.3,False,15.32358,3.409611948056044,(A & E) | (A & ~R) | (R & ~A & ~E),15.32358,3.409611948056044
