gamma_center,DNF_literals,mean_coop,sd_coop,n,lower,upper
0.9,2,54.8614,16.443112224656655,1,38.418287775343344,71.30451222465666
0.9,3,34.883493333333334,28.212490845153585,3,6.671002488179749,63.095984178486916
0.9,4,85.44994666666666,12.598505045428476,3,72.85144162123818,98.04845171209514
0.9,5,5.5088099999999995,0.8834128345584674,2,4.625397165441532,6.392222834558467
0.9,6,35.775476000000005,36.8997901776969,5,-1.1243141776968955,72.6752661776969
0.9,7,5.56994,0.5231205975602916,1,5.046819402439708,6.093060597560291
0.9,9,5.25368,0.318423248048818,1,4.935256751951182,5.572103248048818
