base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,consensus_thresh,xi,non_consensus_strategy,b,c,beta,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,G,AllD_Comp,AllD_Coop,Disc_Comp,Disc_Coop,pDisc_Comp,pDisc_Coop,AllC_Comp,AllC_Coop
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",120,4800,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1200,0.0,1.0,0.0,1.0,4.606,0.332,0.742,0.0,0.9333,0.0333,0.0,0.0083,0.0,0.025,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",120,4800,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1200,0.0,1.0,0.0,1.0,4.53,0.112,0.392,0.0,0.975,0.0,0.0,0.025,0.0,0.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",120,4800,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1200,0.0,1.0,0.0,1.0,4.611,0.237,0.833,0.95,0.0,0.0,0.0083,0.0,0.0167,0.0,0.025
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",120,4800,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1200,0.0,1.0,0.0,1.0,4.564,0.471,0.55,0.0,0.8917,0.05,0.0,0.0333,0.0,0.025,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",120,4800,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1200,0.0,1.0,0.0,1.0,4.473,0.163,0.575,0.0,0.925,0.0333,0.0,0.0417,0.0,0.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",120,4800,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1200,0.0,1.0,0.0,1.0,4.697,0.192,0.775,0.9583,0.0,0.0,0.0083,0.0,0.0333,0.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",120,4800,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1200,0.0,1.0,0.0,1.0,4.513,0.301,0.392,0.9167,0.0,0.0,0.05,0.0167,0.0083,0.0,0.0083
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",120,4800,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1200,0.0,1.0,0.0,1.0,4.597,0.236,0.133,0.0,0.9417,0.0,0.0,0.05,0.0,0.0083,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",120,4800,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1200,0.0,1.0,0.0,1.0,4.591,0.306,0.6,0.0,0.8667,0.0083,0.0083,0.0917,0.0,0.025,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",120,4800,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1200,0.0,1.0,0.0,1.0,4.698,0.258,0.142,0.0,0.9167,0.025,0.0083,0.0417,0.0,0.0083,0.0
