base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,Competitive,Cooperative
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,36.179,0.0,0.0,0.0,1.0,0.0,1.0
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,31.779,0.3,0.64,0.04,0.02,0.28,0.72
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,29.885,0.02,0.02,0.0,0.96,0.96,0.04
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,28.507,0.0,0.18,0.06,0.76,0.24,0.76
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,23.226,0.02,0.06,0.08,0.84,0.16,0.84
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,40.072,0.04,0.0,0.0,0.96,0.96,0.04
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,19.442,0.0,0.02,0.1,0.88,0.88,0.12
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,43.502,0.04,0.14,0.0,0.82,0.1,0.9
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,27.641,0.04,0.32,0.14,0.5,0.5,0.5
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,32.882,0.0,0.06,0.0,0.94,0.98,0.02
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,34.755,0.02,0.02,0.06,0.9,0.9,0.1
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,18.142,0.04,0.2,0.34,0.42,0.74,0.26
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,20.372,0.04,0.32,0.1,0.54,0.56,0.44
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,36.119,0.0,0.14,0.0,0.86,0.14,0.86
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,30.977,0.78,0.16,0.06,0.0,0.1,0.9
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,32.552,0.0,0.0,0.0,1.0,1.0,0.0
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,24.946,0.0,0.06,0.06,0.88,0.16,0.84
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,26.534,0.14,0.4,0.4,0.06,0.06,0.94
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,27.294,0.08,0.24,0.2,0.48,0.4,0.6
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,24.738,0.48,0.46,0.02,0.04,0.48,0.52
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,36.53,0.06,0.18,0.04,0.72,0.3,0.7
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,37.107,0.0,0.0,0.0,1.0,1.0,0.0
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,24.138,0.0,0.12,0.0,0.88,0.88,0.12
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,39.544,0.46,0.52,0.02,0.0,0.52,0.48
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,27.347,0.0,0.24,0.06,0.7,0.74,0.26
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,38.865,0.12,0.18,0.12,0.58,0.46,0.54
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,29.592,0.04,0.1,0.0,0.86,0.86,0.14
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,30.2,0.02,0.12,0.0,0.86,0.86,0.14
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,38.252,0.62,0.38,0.0,0.0,0.38,0.62
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,29.489,0.0,0.04,0.0,0.96,0.04,0.96
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,23.988,0.0,0.28,0.08,0.64,0.04,0.96
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,35.523,0.08,0.0,0.0,0.92,0.92,0.08
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,30.962,0.54,0.42,0.0,0.04,0.96,0.04
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,30.723,0.02,0.06,0.0,0.92,0.06,0.94
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,27.348,0.0,0.08,0.04,0.88,0.1,0.9
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,19.463,0.12,0.32,0.0,0.56,0.58,0.42
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,17.155,0.02,0.0,0.0,0.98,0.98,0.02
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,42.593,0.04,0.02,0.04,0.9,0.36,0.64
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,35.24,0.26,0.74,0.0,0.0,1.0,0.0
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,28.076,0.68,0.3,0.02,0.0,0.34,0.66
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,31.888,0.08,0.04,0.06,0.82,0.18,0.82
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,33.804,0.04,0.06,0.04,0.86,0.92,0.08
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,44.986,0.54,0.36,0.08,0.02,0.68,0.32
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.0,26.41,0.0,0.26,0.0,0.74,0.74,0.26
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,56.462,0.3,0.0,0.22,0.48,0.38,0.62
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,50.231,0.08,0.6,0.0,0.32,0.7,0.3
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,29.606,0.04,0.94,0.0,0.02,0.94,0.06
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,55.699,0.0,0.12,0.0,0.88,0.12,0.88
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,62.343,0.38,0.02,0.02,0.58,0.82,0.18
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,34.759,0.0,0.02,0.04,0.94,0.96,0.04
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,29.162,0.32,0.22,0.02,0.44,0.68,0.32
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,46.25,0.0,0.1,0.04,0.86,0.14,0.86
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,58.015,0.26,0.72,0.02,0.0,0.76,0.24
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,46.775,0.58,0.4,0.0,0.02,0.6,0.4
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,37.326,0.14,0.22,0.02,0.62,0.66,0.34
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,41.472,0.02,0.0,0.0,0.98,0.98,0.02
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,45.922,0.24,0.3,0.0,0.46,0.52,0.48
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,45.443,0.0,0.98,0.0,0.02,0.98,0.02
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,27.225,0.84,0.16,0.0,0.0,0.76,0.24
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,37.842,0.0,0.14,0.08,0.78,0.92,0.08
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,39.131,0.68,0.22,0.02,0.08,0.98,0.02
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,49.427,0.0,0.12,0.1,0.78,0.2,0.8
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,36.996,0.0,0.0,0.1,0.9,0.0,1.0
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,46.101,0.48,0.46,0.04,0.02,0.52,0.48
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,42.076,0.56,0.42,0.0,0.02,0.56,0.44
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,55.613,0.0,0.28,0.08,0.64,0.38,0.62
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,33.13,0.0,0.88,0.1,0.02,0.98,0.02
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,50.112,0.18,0.46,0.0,0.36,0.98,0.02
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,39.803,0.52,0.08,0.02,0.38,0.38,0.62
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,39.874,0.0,0.0,0.04,0.96,0.04,0.96
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,52.694,0.6,0.3,0.02,0.08,0.84,0.16
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,50.152,0.58,0.4,0.02,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,39.751,0.0,0.62,0.06,0.32,0.5,0.5
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,40.228,0.1,0.24,0.0,0.66,0.7,0.3
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,32.633,0.0,0.02,0.0,0.98,0.02,0.98
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,38.753,0.0,0.12,0.12,0.76,0.24,0.76
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,36.438,0.46,0.5,0.02,0.02,0.48,0.52
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,36.602,0.36,0.64,0.0,0.0,0.36,0.64
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,46.824,0.38,0.54,0.0,0.08,0.74,0.26
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,38.368,0.68,0.28,0.02,0.02,0.72,0.28
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,47.66,0.92,0.06,0.02,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,48.886,0.18,0.04,0.0,0.78,0.22,0.78
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,43.086,0.0,0.22,0.12,0.66,0.32,0.68
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,43.203,0.0,0.08,0.92,0.0,0.06,0.94
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,28.44,0.0,0.0,0.02,0.98,0.02,0.98
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,33.96,0.0,0.24,0.0,0.76,0.76,0.24
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,34.048,0.26,0.32,0.28,0.14,0.72,0.28
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,24.824,0.02,0.08,0.0,0.9,0.1,0.9
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,48.98,0.14,0.8,0.0,0.06,0.2,0.8
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.7,44.678,0.0,0.2,0.0,0.8,0.8,0.2
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.1,21.177,0.0,0.06,0.04,0.9,0.9,0.1
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.1,31.354,0.18,0.16,0.0,0.66,0.78,0.22
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.1,26.654,0.1,0.08,0.0,0.82,0.7,0.3
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.1,20.982,0.0,0.04,0.0,0.96,0.04,0.96
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.1,28.473,0.06,0.08,0.08,0.78,0.2,0.8
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.1,30.877,0.18,0.82,0.0,0.0,0.18,0.82
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.1,18.183,0.0,0.06,0.0,0.94,0.94,0.06
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.1,25.885,0.0,0.02,0.0,0.98,0.02,0.98
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.1,19.092,0.04,0.0,0.0,0.96,0.96,0.04
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.1,19.259,0.02,0.06,0.0,0.92,0.08,0.92
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.1,23.64,0.06,0.0,0.04,0.9,0.9,0.1
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.1,40.194,0.02,0.28,0.02,0.68,0.7,0.3
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.1,41.485,0.0,0.06,0.0,0.94,0.94,0.06
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.1,29.4,0.32,0.66,0.0,0.02,0.3,0.7
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.1,20.772,0.0,0.22,0.0,0.78,0.78,0.22
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.1,20.771,0.12,0.36,0.28,0.24,0.68,0.32
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.1,26.629,0.0,0.66,0.22,0.12,0.34,0.66
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.1,30.938,0.26,0.74,0.0,0.0,0.26,0.74
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.1,37.262,0.0,0.04,0.02,0.94,0.94,0.06
"[[0, 0], [1, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,2000,1.0,0.01,0.01,0.0,5,1,1.0,2000,100,0.0,1.0,0.0,0.1,31.16,0.04,0.04,0.0,0.92,0.92,0.08
