base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,consensus_thresh,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,G,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,EmotionProfile.COMPETITIVE,EmotionProfile.COOPERATIVE
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.859,1.0,0.5,0.05,0.025,0.0,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.552,1.0,0.5,0.05,0.05,0.025,0.875,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.699,1.0,0.5,0.0,0.1,0.025,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.573,0.16,0.5,0.075,0.0,0.05,0.875,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.743,0.194,0.65,0.05,0.175,0.0,0.775,0.23,0.78
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.929,0.146,0.375,0.05,0.0,0.025,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.063,0.138,0.575,0.05,0.05,0.025,0.875,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.878,0.159,0.375,0.0,0.05,0.0,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,37.767,0.519,0.125,0.025,0.025,0.875,0.075,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,39.976,0.166,0.3,0.05,0.025,0.0,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,51.511,0.535,0.975,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,75.1,0.615,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,75.175,0.6,0.95,0.0,0.975,0.025,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.231,0.152,0.525,0.0,0.0,0.025,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,31.169,0.646,0.875,0.0,0.95,0.025,0.025,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,35.175,0.178,0.375,0.0,0.0,0.025,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,59.382,0.691,0.95,0.05,0.95,0.0,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,78.533,0.547,0.15,0.15,0.0,0.825,0.025,0.82,0.17
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,78.864,0.659,0.95,0.075,0.925,0.0,0.0,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,79.158,0.682,0.075,0.05,0.025,0.9,0.025,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,79.194,0.646,0.95,0.05,0.95,0.0,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,78.921,0.716,0.95,0.025,0.925,0.025,0.025,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,79.466,0.595,0.1,0.025,0.0,0.975,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,7.308,0.722,0.125,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,29.183,0.738,0.1,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,51.856,0.749,0.9,0.075,0.875,0.025,0.025,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,67.804,0.667,0.825,0.1,0.9,0.0,0.0,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,79.864,0.666,0.15,0.05,0.025,0.9,0.025,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,79.821,0.756,0.8,0.025,0.925,0.025,0.025,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,80.075,0.749,0.15,0.0,0.025,0.975,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,79.871,0.771,0.125,0.15,0.0,0.825,0.025,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,79.939,0.764,0.175,0.0,0.0,0.9,0.1,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,79.948,0.737,0.1,0.075,0.0,0.925,0.0,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.085,1.0,0.0,0.075,0.0,0.925,0.0,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.988,1.0,0.925,0.0,1.0,0.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.807,1.0,0.9,0.025,0.925,0.0,0.05,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.794,1.0,0.9,0.0,1.0,0.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.921,1.0,0.95,0.025,0.925,0.025,0.025,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.003,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.941,1.0,0.9,0.0,0.975,0.025,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.949,1.0,0.1,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.806,1.0,0.1,0.05,0.0,0.925,0.025,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.798,1.0,0.025,0.025,0.0,0.975,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.922,1.0,0.6,0.0,0.325,0.025,0.65,0.35,0.65
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.55,1.0,0.6,0.025,0.0,0.05,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.739,1.0,0.6,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.334,1.0,0.6,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.136,1.0,0.6,0.0,0.0,0.025,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.871,1.0,0.6,0.0,0.025,0.125,0.85,0.85,0.15
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.274,1.0,0.6,0.0,0.025,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.927,1.0,0.6,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.582,1.0,0.6,0.05,0.0,0.1,0.85,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.775,1.0,0.6,0.0,0.025,0.025,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,22.178,0.787,0.0,0.025,0.0,0.975,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.502,0.129,0.5,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,31.278,0.818,0.025,0.025,0.0,0.95,0.025,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,57.408,0.764,1.0,0.025,0.975,0.0,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,82.941,0.796,0.025,0.05,0.0,0.925,0.025,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,74.284,0.799,0.975,0.025,0.95,0.025,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,76.482,0.847,0.025,0.025,0.0,0.95,0.025,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,85.689,0.838,0.025,0.0,0.025,0.975,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,85.512,0.826,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,85.431,0.779,0.15,0.0,0.075,0.85,0.075,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,7.869,0.795,0.05,0.0,0.025,0.95,0.025,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.293,0.129,0.35,0.0,0.0,0.1,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.258,0.181,0.3,0.0,0.05,0.05,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,58.592,0.719,0.075,0.025,0.0,0.95,0.025,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,74.337,0.846,0.075,0.025,0.05,0.925,0.0,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,87.367,0.875,0.0,0.075,0.0,0.925,0.0,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,87.197,0.845,0.925,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,87.229,0.78,0.125,0.075,0.075,0.85,0.0,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,87.263,0.825,0.925,0.0,0.95,0.05,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,87.233,0.85,0.05,0.0,0.0,0.975,0.025,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,59.901,0.914,0.9,0.0,0.925,0.025,0.05,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,88.93,0.86,0.125,0.0,0.025,0.9,0.075,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,88.854,0.9,0.925,0.025,0.925,0.05,0.0,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,89.08,0.929,0.925,0.05,0.925,0.0,0.025,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,89.114,0.95,0.025,0.025,0.0,0.95,0.025,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,88.835,0.959,0.975,0.0,0.975,0.0,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,89.041,0.92,0.025,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,89.032,0.921,0.05,0.0,0.0,0.975,0.025,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,89.314,0.927,0.025,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,89.171,0.907,0.1,0.025,0.0,0.975,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,89.952,1.0,0.075,0.1,0.0,0.875,0.025,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.941,1.0,0.925,0.0,0.95,0.025,0.025,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.154,1.0,0.175,0.0,0.025,0.9,0.075,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.881,1.0,0.925,0.0,0.975,0.0,0.025,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.86,1.0,0.95,0.1,0.9,0.0,0.0,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.789,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.866,1.0,0.975,0.075,0.925,0.0,0.0,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.0,1.0,0.025,0.0,0.025,0.975,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.164,1.0,0.925,0.025,0.975,0.0,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.75,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.822,1.0,0.925,0.075,0.875,0.0,0.05,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.486,1.0,0.475,0.05,0.05,0.0,0.9,0.23,0.78
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.203,1.0,0.475,0.025,0.0,0.025,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.811,1.0,0.475,0.0,0.025,0.0,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,1.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.216,1.0,0.475,0.225,0.075,0.0,0.7,0.78,0.23
