base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,G,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,EmotionProfile.COMPETITIVE,EmotionProfile.COOPERATIVE
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 1), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,26.731,0.215,0.225,0.025,0.05,0.0,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 1), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,89.221,0.975,0.95,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 1), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,92.336,0.981,0.925,0.0,0.95,0.025,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 1), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,92.66,0.976,0.975,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,6.346,0.346,0.25,0.05,0.05,0.0,0.9,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,30.387,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,35.007,0.981,0.975,0.0,0.975,0.0,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,55.938,0.996,1.0,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,59.158,0.367,0.35,0.0,0.025,0.175,0.8,0.85,0.15
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,53.341,0.976,1.0,0.05,0.95,0.0,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,65.621,0.914,0.925,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,65.798,0.988,0.975,0.025,0.975,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,56.113,0.301,0.4,0.025,0.1,0.0,0.875,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,79.289,0.925,0.925,0.0,0.975,0.0,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,75.192,0.269,0.3,0.05,0.025,0.025,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,77.865,0.981,0.95,0.0,0.95,0.0,0.05,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,84.915,0.887,0.9,0.025,0.95,0.0,0.025,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,92.085,0.944,0.925,0.075,0.925,0.0,0.0,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,92.009,0.995,1.0,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,15.16,0.978,0.925,0.0,0.95,0.05,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,44.308,0.988,1.0,0.0,0.975,0.0,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,78.464,1.0,0.025,0.025,0.0,0.95,0.025,0.95,0.05
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,63.676,0.971,0.95,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (1, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,92.402,0.969,0.95,0.025,0.95,0.0,0.025,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,7.061,0.239,0.35,0.0,0.0,0.175,0.825,0.17,0.82
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,6.367,0.293,0.25,0.05,0.1,0.05,0.8,0.2,0.8
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,6.226,0.14,0.325,0.0,0.025,0.05,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,27.746,1.0,0.975,0.0,0.975,0.025,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,40.639,0.931,0.925,0.0,0.975,0.0,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,47.953,0.997,0.95,0.0,0.95,0.05,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,56.369,1.0,0.95,0.0,0.95,0.05,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,55.944,0.851,0.225,0.025,0.075,0.725,0.175,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,68.966,0.999,0.975,0.0,0.975,0.0,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,45.183,1.0,0.975,0.0,0.975,0.0,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,82.5,1.0,0.975,0.0,0.975,0.025,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,91.637,1.0,0.925,0.0,0.925,0.025,0.05,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,83.306,0.99,0.975,0.025,0.95,0.0,0.025,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,93.368,1.0,0.975,0.0,0.975,0.025,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,94.077,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,6.585,0.201,0.35,0.025,0.0,0.075,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,94.383,1.0,0.95,0.0,0.95,0.0,0.05,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,73.247,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,91.381,0.972,0.95,0.0,0.975,0.025,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,93.837,0.997,1.0,0.025,0.975,0.0,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,7.797,0.984,0.975,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,6.446,0.267,0.25,0.025,0.05,0.0,0.925,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,13.056,0.966,1.0,0.0,0.975,0.025,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,5.935,0.169,0.575,0.0,0.0,0.025,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,10.294,0.191,0.375,0.0,0.0,0.125,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,25.778,0.978,0.975,0.05,0.95,0.0,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,41.167,0.97,0.975,0.025,0.975,0.0,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,47.721,0.978,0.95,0.025,0.975,0.0,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,40.668,0.972,0.975,0.025,0.975,0.0,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,54.703,0.979,0.95,0.0,0.975,0.025,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,67.255,0.995,0.975,0.0,0.975,0.0,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,82.48,0.975,0.975,0.025,0.95,0.0,0.025,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,71.287,0.895,0.925,0.05,0.925,0.0,0.025,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,92.333,0.969,0.925,0.025,0.925,0.025,0.025,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,88.825,0.991,1.0,0.025,0.975,0.0,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,34.079,0.989,0.95,0.025,0.95,0.0,0.025,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,22.041,0.968,0.9,0.0,0.95,0.0,0.05,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,48.62,0.988,1.0,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,70.115,0.329,0.425,0.0,0.025,0.0,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,92.52,0.966,0.925,0.0,0.975,0.0,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(1, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,6.917,0.165,0.425,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(1, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,9.054,0.191,0.35,0.025,0.025,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(1, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,5.696,0.24,0.625,0.0,0.025,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(1, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,13.323,0.214,0.375,0.0,0.125,0.0,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(1, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,13.518,0.464,0.475,0.075,0.05,0.1,0.775,0.23,0.78
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(1, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,23.427,0.241,0.3,0.0,0.075,0.1,0.825,0.82,0.17
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(1, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,59.375,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(1, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,73.881,0.179,0.4,0.0,0.025,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(1, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,80.848,1.0,0.975,0.0,0.975,0.0,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(1, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,81.538,0.996,0.925,0.025,0.925,0.0,0.05,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(1, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,93.991,0.989,0.975,0.025,0.975,0.0,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(1, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,93.981,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(1, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,93.373,0.994,0.925,0.05,0.925,0.0,0.025,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(1, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,93.689,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(1, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,93.713,1.0,0.975,0.05,0.925,0.0,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(1, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,14.823,1.0,0.975,0.0,0.975,0.025,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(1, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,6.293,0.265,0.425,0.0,0.0,0.1,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(1, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,23.748,1.0,0.975,0.0,0.975,0.0,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(1, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,74.673,1.0,1.0,0.0,0.95,0.05,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (0, 1)], [(1, 0), (0, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,94.186,0.98,0.975,0.05,0.95,0.0,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,6.086,0.15,0.425,0.0,0.0,0.025,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,36.875,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,54.995,0.946,0.925,0.175,0.825,0.0,0.0,0.17,0.82
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,69.862,0.969,0.05,0.0,0.025,0.95,0.025,0.95,0.05
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,92.441,0.974,0.95,0.05,0.925,0.025,0.0,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,93.608,1.0,0.025,0.0,0.0,0.975,0.025,0.97,0.03
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,92.565,0.957,0.975,0.1,0.9,0.0,0.0,0.1,0.9
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,92.452,0.975,0.925,0.0,0.975,0.025,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,92.386,0.964,0.975,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,92.881,0.974,0.925,0.025,0.925,0.0,0.05,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,92.856,0.999,0.975,0.075,0.9,0.025,0.0,0.1,0.9
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,92.467,0.944,0.9,0.075,0.9,0.0,0.025,0.1,0.9
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,92.802,0.999,1.0,0.175,0.825,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,92.692,0.976,0.975,0.0,0.975,0.0,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,92.73,0.97,0.925,0.0,0.975,0.025,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",40,1000,1.0,0.01,0.01,0.0,0.75,5,1,1.0,1000,200,0.0,1.0,0.0,1.0,6.155,0.174,0.325,0.0,0.025,0.0,0.975,0.97,0.03
