base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,consensus_thresh,xi,non_consensus_strategy,b,c,beta,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,G,AllD_Comp,AllD_Coop,Disc_Comp,Disc_Coop,pDisc_Comp,pDisc_Coop,AllC_Comp,AllC_Coop
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,4.384,0.345,0.2,0.9154,0.0,0.0,0.0308,0.0,0.0308,0.0,0.0231
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,4.411,0.109,0.385,0.0,0.9923,0.0,0.0,0.0077,0.0,0.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,4.371,0.291,0.269,0.9846,0.0,0.0,0.0154,0.0,0.0,0.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,4.245,0.209,0.862,0.9154,0.0,0.0,0.0769,0.0,0.0077,0.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,4.268,0.157,0.723,0.9385,0.0,0.0,0.0615,0.0,0.0,0.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,4.366,0.269,0.131,0.0,0.9231,0.0154,0.0,0.0462,0.0,0.0154,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,4.342,0.177,0.392,0.0,0.9308,0.0538,0.0,0.0,0.0,0.0154,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,4.192,0.217,0.785,0.9308,0.0,0.0,0.0154,0.0,0.0231,0.0,0.0308
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,4.346,0.245,0.731,0.0,0.9538,0.0077,0.0,0.0154,0.0231,0.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,4.449,0.148,0.238,0.0,0.9538,0.0385,0.0,0.0,0.0,0.0077,0.0
