base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,consensus_thresh,xi,non_consensus_strategy,b,c,beta,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,G,AllD_Comp,AllD_Coop,Disc_Comp,Disc_Coop,pDisc_Comp,pDisc_Coop,AllC_Comp,AllC_Coop
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,4.287,0.305,0.854,0.8923,0.0,0.0,0.0308,0.0,0.0385,0.0,0.0385
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,4.321,0.52,0.692,0.0,0.9231,0.0462,0.0,0.0,0.0,0.0308,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,4.446,0.292,0.546,0.8846,0.0,0.0,0.1,0.0,0.0,0.0,0.0154
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,4.357,0.287,0.431,0.9231,0.0,0.0,0.0769,0.0,0.0,0.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,4.304,0.377,0.354,0.8846,0.0,0.0,0.0692,0.0,0.0308,0.0,0.0154
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,4.365,0.173,0.131,0.0,0.9692,0.0,0.0,0.0154,0.0,0.0154,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,4.175,0.159,0.785,0.9692,0.0,0.0,0.0154,0.0,0.0077,0.0,0.0077
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,4.256,0.302,0.808,0.9308,0.0,0.0,0.0154,0.0231,0.0077,0.0,0.0231
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,4.174,0.129,0.515,0.0,0.9692,0.0,0.0,0.0308,0.0,0.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,20.747,0.913,0.069,0.0,0.0,0.0,0.0077,0.9846,0.0,0.0,0.0077
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,80.587,0.898,0.077,0.0,0.0077,0.0,0.0077,0.9769,0.0,0.0,0.0077
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,90.188,0.907,0.062,0.0,0.0,0.0,0.0,0.9615,0.0,0.0,0.0385
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,90.172,0.919,0.046,0.0,0.0154,0.0,0.0077,0.9,0.0,0.0,0.0769
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,90.251,0.924,0.038,0.0,0.0,0.0,0.0077,0.9385,0.0,0.0,0.0538
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",130,5200,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,1300,0.0,1.0,0.0,1.0,90.134,0.907,0.938,0.0,0.0,0.0,0.9769,0.0077,0.0,0.0154,0.0
