base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,G,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,EmotionProfile.COMPETITIVE,EmotionProfile.COOPERATIVE
"[[1, 0], [1, 1]]","[[(0, 1), (0, 1)], [(0, 1), (0, 1)]]",50,100,1.0,0.01,0.01,0.0,0.5,5,1,1.0,100,20,0.0,1.0,0.0,0.6,5.4,0.271,0.74,0.02,0.0,0.08,0.9,0.9,0.1
"[[1, 0], [1, 1]]","[[(0, 1), (0, 1)], [(0, 1), (0, 1)]]",50,100,1.0,0.01,0.01,0.0,0.5,5,1,1.0,100,20,0.0,1.0,0.0,0.6,5.545,0.189,0.56,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [1, 1]]","[[(0, 1), (0, 1)], [(0, 1), (0, 1)]]",50,100,1.0,0.01,0.01,0.0,0.5,5,1,1.0,100,20,0.0,1.0,0.0,0.6,4.368,0.394,0.34,0.0,0.14,0.0,0.86,0.86,0.14
"[[1, 0], [1, 1]]","[[(0, 1), (0, 1)], [(0, 1), (0, 1)]]",50,100,1.0,0.01,0.01,0.0,0.5,5,1,1.0,100,20,0.0,1.0,0.0,0.6,92.568,0.978,0.98,0.0,0.98,0.0,0.02,0.02,0.98
"[[1, 0], [1, 1]]","[[(0, 1), (0, 1)], [(0, 1), (0, 1)]]",50,100,1.0,0.01,0.01,0.0,0.5,5,1,1.0,100,20,0.0,1.0,0.0,0.6,92.883,0.96,0.96,0.0,0.98,0.02,0.0,0.02,0.98
"[[1, 0], [0, 0]]","[[(1, 0), (0, 0)], [(0, 0), (0, 0)]]",50,200,1.0,0.01,0.01,0.0,1.0,5,1,1.0,200,40,0.0,1.0,0.0,1.0,4.635,1.0,0.46,0.0,0.04,0.0,0.96,0.04,0.96
"[[1, 0], [0, 0]]","[[(1, 0), (0, 0)], [(0, 0), (0, 0)]]",50,200,1.0,0.01,0.01,0.0,1.0,5,1,1.0,200,40,0.0,1.0,0.0,1.0,6.35,1.0,0.48,0.0,0.08,0.0,0.92,0.08,0.92
"[[1, 0], [0, 0]]","[[(1, 0), (0, 0)], [(0, 0), (0, 0)]]",50,200,1.0,0.01,0.01,0.0,1.0,5,1,1.0,200,40,0.0,1.0,0.0,1.0,24.154,1.0,0.54,0.04,0.02,0.04,0.9,0.1,0.9
"[[1, 0], [0, 0]]","[[(1, 0), (0, 0)], [(0, 0), (0, 0)]]",50,200,1.0,0.01,0.01,0.0,1.0,5,1,1.0,200,40,0.0,1.0,0.0,1.0,43.766,1.0,0.56,0.06,0.0,0.02,0.92,0.08,0.92
"[[1, 0], [0, 0]]","[[(1, 0), (0, 0)], [(0, 0), (0, 0)]]",50,200,1.0,0.01,0.01,0.0,1.0,5,1,1.0,200,40,0.0,1.0,0.0,1.0,87.911,1.0,0.0,0.06,0.0,0.94,0.0,0.06,0.94
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(0, 0), (0, 0)]]",50,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,5.288,1.0,0.04,0.0,0.38,0.0,0.62,0.62,0.38
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(0, 0), (0, 0)]]",50,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,25.584,1.0,0.6,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(0, 0), (0, 0)]]",50,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,38.924,1.0,0.34,0.0,0.98,0.0,0.02,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(0, 0), (0, 0)]]",50,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,46.97,1.0,0.46,0.0,0.98,0.02,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 0)], [(0, 0), (0, 0)]]",50,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,46.714,1.0,0.44,0.04,0.96,0.0,0.0,0.96,0.04
"[[1, 0], [1, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",50,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,4.522,1.0,0.64,0.02,0.0,0.06,0.92,0.92,0.08
"[[1, 0], [1, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",50,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,4.594,1.0,0.38,0.02,0.04,0.0,0.94,0.06,0.94
"[[1, 0], [1, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",50,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,4.184,1.0,0.46,0.02,0.0,0.08,0.9,0.9,0.1
"[[1, 0], [1, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",50,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,5.107,1.0,0.58,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [1, 1]]","[[(0, 0), (0, 1)], [(1, 0), (0, 0)]]",50,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,25.736,1.0,0.56,0.42,0.46,0.06,0.06,0.48,0.52
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (1, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,4.729,1.0,0.0,0.025,0.05,0.0,0.925,0.93,0.07
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (1, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,4.214,1.0,0.0,0.075,0.775,0.0,0.15,0.82,0.17
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (1, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,5.043,1.0,0.0,0.025,0.0,0.0,0.975,0.97,0.03
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (1, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,4.228,1.0,0.0,0.1,0.1,0.0,0.8,0.2,0.8
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (1, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,4.615,1.0,0.0,0.0,0.575,0.025,0.4,0.57,0.42
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (1, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,4.322,1.0,0.0,0.0,0.075,0.0,0.925,0.93,0.07
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (1, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,4.538,1.0,0.0,0.025,0.65,0.025,0.3,0.2,0.8
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (1, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,4.112,1.0,0.0,0.025,0.0,0.0,0.975,0.97,0.03
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (1, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,4.465,1.0,0.0,0.0,0.0,0.025,0.975,0.03,0.97
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (1, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,5.125,1.0,0.0,0.025,0.775,0.025,0.175,0.78,0.23
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (1, 1)]]",40,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,4.831,1.0,0.0,0.025,0.1,0.0,0.875,0.88,0.12
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 1)]]",40,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,4.715,1.0,0.0,0.0,0.325,0.05,0.625,0.38,0.62
"[[0, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (1, 1)]]",40,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,4.76,1.0,0.0,0.125,0.0,0.0,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,92.933,1.0,0.975,0.0,0.975,0.025,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (0, 1)]]",40,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,5.246,1.0,0.5,0.0,0.0,0.025,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(1, 0), (1, 1)]]",40,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,91.822,1.0,0.025,0.0,0.025,0.975,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(1, 0), (0, 1)]]",40,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,92.682,1.0,0.95,0.025,0.95,0.0,0.025,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,17.36,1.0,0.025,0.075,0.0,0.925,0.0,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,62.73,1.0,0.075,0.3,0.025,0.65,0.025,0.35,0.65
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,92.936,1.0,1.0,0.175,0.825,0.0,0.0,0.17,0.82
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,92.724,1.0,0.225,0.575,0.0,0.375,0.05,0.57,0.42
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,93.284,1.0,0.125,0.2,0.0,0.775,0.025,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (0, 1)]]",40,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,5.92,1.0,0.4,0.0,0.025,0.05,0.925,0.78,0.23
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (0, 1)]]",40,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,9.272,1.0,0.975,0.025,0.95,0.0,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (0, 1)]]",40,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,91.833,1.0,1.0,0.025,0.975,0.0,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (0, 1)]]",40,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,92.181,1.0,0.975,0.1,0.875,0.0,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (0, 1)]]",40,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,93.039,1.0,0.025,0.025,0.0,0.975,0.0,0.82,0.17
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,70.05,1.0,0.3,0.4,0.125,0.475,0.0,0.47,0.53
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,92.854,1.0,0.05,0.0,0.025,0.975,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,92.498,1.0,0.975,0.0,0.975,0.025,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,93.604,1.0,0.075,0.0,0.0,1.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,92.974,1.0,0.075,0.0,0.0,1.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,21.514,1.0,0.075,0.025,0.025,0.875,0.075,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,25.249,1.0,0.375,0.0,0.05,0.15,0.8,0.82,0.17
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,45.663,1.0,0.25,0.075,0.9,0.025,0.0,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,47.018,1.0,0.525,0.05,0.95,0.0,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,100,1.0,0.01,0.01,0.0,1.0,5,1,1.0,100,20,0.0,1.0,0.0,1.0,48.185,1.0,0.35,0.025,0.9,0.075,0.0,0.1,0.9
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,8.519,1.0,0.8,0.075,0.375,0.0,0.55,0.57,0.42
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,21.396,1.0,0.475,0.025,0.95,0.025,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,27.736,1.0,0.475,0.0,1.0,0.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,35.815,1.0,0.525,0.0,0.975,0.0,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,37.185,1.0,0.45,0.0,0.95,0.05,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,45.472,1.0,0.575,0.025,0.925,0.025,0.025,0.93,0.07
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,47.955,1.0,0.425,0.05,0.95,0.0,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,47.845,1.0,0.525,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,46.894,1.0,0.525,0.0,0.95,0.05,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,48.168,1.0,0.575,0.0,0.95,0.05,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,38.809,1.0,0.425,0.05,0.9,0.025,0.025,0.1,0.9
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,43.146,1.0,0.375,0.025,0.9,0.075,0.0,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,20.666,1.0,0.3,0.025,0.95,0.0,0.025,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,47.804,1.0,0.375,0.0,0.975,0.0,0.025,0.97,0.03
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,47.177,1.0,0.4,0.0,0.825,0.0,0.175,0.17,0.82
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,46.736,1.0,0.8,0.025,0.875,0.0,0.1,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,47.721,1.0,0.475,0.05,0.95,0.0,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,47.31,1.0,0.75,0.025,0.95,0.0,0.025,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,47.753,1.0,0.475,0.0,0.9,0.075,0.025,0.1,0.9
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,47.747,1.0,0.375,0.0,0.95,0.0,0.05,0.95,0.05
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,47.672,1.0,0.375,0.0,0.975,0.025,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,39.003,1.0,0.475,0.0,0.975,0.025,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,27.171,1.0,0.55,0.025,0.925,0.0,0.05,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,47.263,1.0,0.4,0.025,0.925,0.025,0.025,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 0)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,47.809,1.0,0.675,0.0,0.975,0.025,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,65.723,1.0,0.85,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,73.224,1.0,0.825,0.0,0.95,0.025,0.025,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,81.385,1.0,0.85,0.025,0.975,0.0,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,81.917,1.0,0.85,0.0,0.975,0.025,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,81.718,1.0,0.9,0.0,0.975,0.025,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,81.971,1.0,0.85,0.0,0.975,0.025,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,81.65,1.0,0.8,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,81.897,1.0,0.875,0.0,0.975,0.025,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,82.052,1.0,0.825,0.025,0.925,0.025,0.025,0.07,0.93
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,82.112,1.0,0.85,0.025,0.975,0.0,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,41.965,1.0,0.65,0.025,0.0,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,48.866,1.0,0.375,0.0,0.95,0.0,0.05,0.95,0.05
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,81.66,1.0,0.825,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,69.663,1.0,0.825,0.0,0.95,0.025,0.025,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,81.554,1.0,0.9,0.0,0.975,0.025,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,81.49,1.0,0.875,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,81.812,1.0,0.95,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,81.796,1.0,0.85,0.025,0.95,0.025,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,81.257,1.0,0.875,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 0), (0, 1)]]",40,500,1.0,0.01,0.01,0.0,1.0,5,1,1.0,500,100,0.0,1.0,0.0,1.0,81.692,1.0,0.825,0.0,0.975,0.025,0.0,0.03,0.97
