base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,consensus_thresh,xi,non_consensus_strategy,b,c,beta,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,G,AllD_Comp,AllD_Coop,Disc_Comp,Disc_Coop,pDisc_Comp,pDisc_Coop,AllC_Comp,AllC_Coop
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",90,3600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,900,0.0,1.0,0.0,1.0,5.575,0.232,0.456,0.8556,0.0,0.0333,0.0,0.0,0.1111,0.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",90,3600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,900,0.0,1.0,0.0,1.0,5.855,0.307,0.722,0.8556,0.0,0.0,0.1,0.0,0.0333,0.0,0.0111
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",90,3600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,900,0.0,1.0,0.0,1.0,5.828,0.259,0.733,0.8889,0.0,0.0,0.0,0.0,0.0778,0.0,0.0333
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",90,3600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,900,0.0,1.0,0.0,1.0,29.086,0.939,0.967,0.0111,0.0,0.0,0.9,0.0,0.0,0.0889,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",90,3600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,900,0.0,1.0,0.0,1.0,5.791,0.236,0.556,0.0111,0.8778,0.0,0.0,0.0111,0.0667,0.0333,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",90,3600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,900,0.0,1.0,0.0,1.0,45.913,0.907,0.967,0.0222,0.0,0.0,0.9667,0.0,0.0,0.0111,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",90,3600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,900,0.0,1.0,0.0,1.0,52.541,0.914,0.911,0.0,0.0222,0.0,0.8889,0.0111,0.0,0.0778,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",90,3600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,900,0.0,1.0,0.0,1.0,5.841,0.589,0.456,0.0,0.7,0.0444,0.0,0.2444,0.0,0.0,0.0111
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",90,3600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,900,0.0,1.0,0.0,1.0,51.43,0.797,0.856,0.0222,0.0,0.0,0.9111,0.0,0.0,0.0667,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",90,3600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,900,0.0,1.0,0.0,1.0,59.781,0.932,0.033,0.0,0.0,0.0,0.0,0.9444,0.0,0.0,0.0556
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",90,3600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,900,0.0,1.0,0.0,1.0,54.657,0.921,0.944,0.0,0.0,0.0,0.9222,0.0222,0.0,0.0556,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",90,3600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,900,0.0,1.0,0.0,1.0,64.506,0.925,0.067,0.0,0.0111,0.0,0.0333,0.9556,0.0,0.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",90,3600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,900,0.0,1.0,0.0,1.0,89.388,0.916,0.044,0.0,0.0,0.0,0.0,0.9222,0.0,0.0,0.0778
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",90,3600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,900,0.0,1.0,0.0,1.0,89.405,0.903,0.911,0.0111,0.0,0.0,0.9667,0.0,0.0,0.0222,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",90,3600,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,900,0.0,1.0,0.0,1.0,71.543,0.925,0.967,0.0,0.0,0.0,0.9,0.0111,0.0,0.0889,0.0
