base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,consensus_thresh,xi,non_consensus_strategy,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,G,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,EmotionProfile.COMPETITIVE,EmotionProfile.COOPERATIVE
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,35.761,0.487,0.44,0.32,0.16,0.04,0.48,0.48,0.52
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,38.728,0.335,0.68,0.0,0.36,0.0,0.64,0.64,0.36
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,41.902,0.477,0.42,0.22,0.0,0.18,0.6,0.8,0.2
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,44.264,0.703,0.5,0.16,0.06,0.22,0.56,0.3,0.7
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,44.821,0.447,0.44,0.2,0.0,0.1,0.7,0.7,0.3
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,41.549,0.86,0.22,0.04,0.0,0.8,0.16,0.82,0.18
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,41.639,0.355,0.52,0.0,0.18,0.0,0.82,0.18,0.82
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,44.917,0.269,0.64,0.02,0.02,0.12,0.84,0.84,0.16
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,43.253,0.43,0.36,0.12,0.1,0.06,0.72,0.28,0.72
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,45.251,0.498,0.66,0.26,0.02,0.0,0.72,0.48,0.52
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,45.778,0.705,0.68,0.14,0.5,0.0,0.36,0.36,0.64
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,44.604,0.871,0.88,0.02,0.92,0.04,0.02,0.08,0.92
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,45.517,0.673,0.3,0.08,0.2,0.66,0.06,0.66,0.34
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,46.317,0.758,0.22,0.0,0.04,0.68,0.28,0.7,0.3
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,52.16,0.605,0.52,0.12,0.02,0.72,0.14,0.18,0.82
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,47.474,0.514,0.32,0.0,0.22,0.48,0.3,0.5,0.5
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,49.816,0.566,0.44,0.02,0.34,0.36,0.28,0.44,0.56
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,42.66,0.864,0.94,0.1,0.9,0.0,0.0,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,49.874,0.866,0.74,0.1,0.62,0.16,0.12,0.3,0.7
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,53.829,0.619,0.54,0.06,0.44,0.5,0.0,0.5,0.5
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,50.215,0.274,0.4,0.04,0.08,0.12,0.76,0.46,0.54
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,54.671,0.372,0.56,0.02,0.32,0.04,0.62,0.64,0.36
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,54.836,0.868,0.36,0.48,0.0,0.52,0.0,0.52,0.48
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,54.713,0.59,0.38,0.08,0.24,0.36,0.32,0.54,0.46
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.1,2000,400,0.0,1.0,0.0,1.0,58.491,0.605,0.56,0.1,0.4,0.34,0.16,0.5,0.5
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.5,2000,400,0.0,1.0,0.0,1.0,60.39,0.826,0.88,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.5,2000,400,0.0,1.0,0.0,1.0,64.845,0.83,0.12,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",50,2000,1.0,0.01,0.01,0.0,0.8,0.8,0.05,emotion,5,1,0.5,2000,400,0.0,1.0,0.0,1.0,70.88,0.842,0.12,0.28,0.02,0.7,0.0,0.84,0.16
