base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,consensus_thresh,xi,non_consensus_strategy,b,c,beta,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,G,AllD_Comp,AllD_Coop,Disc_Comp,Disc_Coop,pDisc_Comp,pDisc_Coop,AllC_Comp,AllC_Coop
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",60,2400,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,600,0.0,1.0,0.0,1.0,63.198,0.911,0.1,0.0,0.0,0.0,0.0167,0.9333,0.0,0.0,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",60,2400,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,600,0.0,1.0,0.0,1.0,85.245,0.911,0.917,0.0,0.0,0.0,0.9667,0.0,0.0,0.0333,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",60,2400,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,600,0.0,1.0,0.0,1.0,85.92,0.926,0.1,0.0,0.0167,0.0,0.0167,0.9333,0.0,0.0,0.0333
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",60,2400,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,600,0.0,1.0,0.0,1.0,88.226,0.916,0.05,0.0,0.0167,0.0,0.0,0.9667,0.0,0.0167,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",60,2400,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,600,0.0,1.0,0.0,1.0,87.931,0.941,0.033,0.0,0.0167,0.0,0.0,0.85,0.0,0.0,0.1333
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",60,2400,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,600,0.0,1.0,0.0,1.0,88.21,0.896,0.883,0.0167,0.0,0.0,0.9667,0.0,0.0,0.0167,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",60,2400,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,600,0.0,1.0,0.0,1.0,88.148,0.932,0.033,0.0,0.0,0.0,0.0,0.9833,0.0,0.0,0.0167
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",60,2400,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,600,0.0,1.0,0.0,1.0,87.949,0.896,0.1,0.0,0.0,0.0,0.0333,0.9167,0.0,0.0,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",60,2400,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,600,0.0,1.0,0.0,1.0,88.031,0.912,0.083,0.0,0.05,0.0,0.0,0.8667,0.0,0.0,0.0833
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",60,2400,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,600,0.0,1.0,0.0,1.0,88.162,0.887,0.833,0.0167,0.0,0.0,0.9167,0.0167,0.0,0.05,0.0
