base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,consensus_thresh,xi,non_consensus_strategy,b,c,beta,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,G,AllD_Comp,AllD_Coop,Disc_Comp,Disc_Coop,pDisc_Comp,pDisc_Coop,AllC_Comp,AllC_Coop
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",70,2800,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,700,0.0,1.0,0.0,1.0,7.138,0.247,0.257,0.0,0.8714,0.0,0.0,0.1143,0.0,0.0143,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",70,2800,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,700,0.0,1.0,0.0,1.0,8.944,0.913,0.914,0.0,0.0,0.0,0.9714,0.0143,0.0,0.0143,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",70,2800,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,700,0.0,1.0,0.0,1.0,19.287,0.914,0.057,0.0,0.0,0.0,0.0286,0.9143,0.0,0.0,0.0571
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",70,2800,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,700,0.0,1.0,0.0,1.0,58.718,0.906,0.943,0.0429,0.0,0.0,0.8857,0.0,0.0,0.0714,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",70,2800,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,700,0.0,1.0,0.0,1.0,64.153,0.895,0.957,0.0,0.0,0.0,0.8857,0.0,0.0,0.1143,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",70,2800,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,700,0.0,1.0,0.0,1.0,88.43,0.899,0.057,0.0,0.0,0.0,0.0143,0.9714,0.0,0.0,0.0143
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",70,2800,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,700,0.0,1.0,0.0,1.0,88.559,0.917,0.057,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",70,2800,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,700,0.0,1.0,0.0,1.0,88.701,0.904,0.1,0.0,0.0286,0.0143,0.0286,0.8857,0.0,0.0,0.0429
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",70,2800,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,700,0.0,1.0,0.0,1.0,74.218,0.92,0.943,0.0,0.0,0.0,0.9714,0.0,0.0,0.0286,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",70,2800,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,700,0.0,1.0,0.0,1.0,68.765,0.922,0.929,0.0143,0.0,0.0,0.9286,0.0143,0.0,0.0429,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",70,2800,2.0,0.01,0.01,0.0,0.8,0.8,0.01,emotion,5,1,1.0,700,0.0,1.0,0.0,1.0,88.614,0.901,0.086,0.0,0.0143,0.0,0.0,0.8714,0.0,0.0,0.1143
