base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,Competitive,Cooperative
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,6.126,0.0,0.02,0.0,0.98,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,25.083,0.04,0.02,0.08,0.86,0.86,0.14
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,7.825,0.0,0.02,0.0,0.98,0.02,0.98
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,32.633,0.02,0.0,0.16,0.82,0.18,0.82
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,26.35,0.0,0.02,0.0,0.98,0.02,0.98
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,59.012,0.02,0.0,0.96,0.02,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,84.857,0.02,0.02,0.96,0.0,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,85.587,0.02,0.0,0.96,0.02,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,6.183,0.0,0.02,0.0,0.98,0.02,0.98
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,33.091,0.04,0.0,0.14,0.82,0.18,0.82
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,73.361,0.88,0.02,0.1,0.0,0.88,0.12
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,19.007,0.0,0.02,0.0,0.98,0.02,0.98
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,47.766,0.0,0.0,1.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,81.045,0.0,0.0,0.16,0.84,0.16,0.84
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,85.358,0.02,0.0,0.98,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,54.955,0.08,0.0,0.92,0.0,0.08,0.92
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,10.144,0.0,0.08,0.06,0.86,0.86,0.14
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,75.949,0.04,0.0,0.96,0.0,0.04,0.96
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,36.572,0.0,0.0,0.0,1.0,0.0,1.0
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,77.109,0.0,0.0,1.0,0.0,0.0,1.0
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,79.411,0.52,0.0,0.44,0.04,0.04,0.96
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,35.164,0.04,0.02,0.18,0.76,0.78,0.22
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,51.907,0.0,0.02,0.04,0.94,0.28,0.72
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,77.666,0.04,0.0,0.96,0.0,0.04,0.96
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,19.514,0.0,0.06,0.02,0.92,0.92,0.08
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,84.642,0.0,0.0,0.98,0.02,0.02,0.98
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,84.698,0.0,0.0,0.98,0.02,0.02,0.98
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,84.77,0.1,0.0,0.9,0.0,0.9,0.1
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,85.051,0.06,0.0,0.94,0.0,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,83.076,0.02,0.0,0.96,0.02,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,84.993,0.02,0.06,0.92,0.0,0.08,0.92
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,84.785,0.06,0.04,0.88,0.02,0.88,0.12
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,85.039,0.04,0.0,0.92,0.04,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,85.357,0.04,0.0,0.96,0.0,0.04,0.96
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,85.423,0.12,0.0,0.88,0.0,0.92,0.08
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,8.584,0.0,0.0,0.02,0.98,0.02,0.98
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,82.983,0.0,0.0,0.96,0.04,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,74.188,0.0,0.0,1.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,71.102,0.02,0.06,0.9,0.02,0.9,0.1
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,28.062,0.0,0.0,1.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,60.418,0.0,0.0,0.96,0.04,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,5.667,0.0,0.02,0.0,0.98,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,5.883,0.0,0.04,0.08,0.88,0.9,0.1
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,50.591,0.44,0.02,0.54,0.0,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,83.357,0.04,0.0,0.96,0.0,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,83.406,0.0,0.0,1.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,20.534,0.02,0.02,0.96,0.0,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,6.917,0.08,0.0,0.02,0.9,0.9,0.1
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,73.918,0.0,0.0,0.98,0.02,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,4.974,0.0,0.0,0.04,0.96,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,69.53,0.0,0.02,0.96,0.02,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,5.515,0.02,0.02,0.24,0.72,0.72,0.28
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,4.65,0.0,0.0,0.1,0.9,0.9,0.1
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,68.853,0.0,0.02,0.96,0.02,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,5.14,0.0,0.0,0.02,0.98,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,81.941,0.0,0.02,0.94,0.04,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,83.352,0.0,0.02,0.96,0.02,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,27.252,0.0,0.0,1.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,82.994,0.02,0.02,0.96,0.0,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,82.983,0.0,0.04,0.96,0.0,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,82.316,0.0,0.0,1.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,82.493,0.0,0.02,0.98,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,5.257,0.02,0.0,0.02,0.96,0.04,0.96
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,5.479,0.0,0.0,0.06,0.94,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,5.456,0.06,0.02,0.02,0.9,0.9,0.1
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,83.16,0.0,0.0,0.98,0.02,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,82.942,0.0,0.0,1.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,82.496,0.04,0.02,0.94,0.0,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,5.107,0.04,0.0,0.02,0.94,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,82.292,0.0,0.02,0.98,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,82.896,0.0,0.0,0.98,0.02,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,4.87,0.0,0.0,0.04,0.96,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,82.842,0.0,0.0,1.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,79.568,0.0,0.0,1.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(0, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,82.266,0.0,0.0,1.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,83.589,0.0,0.06,0.94,0.0,0.06,0.94
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,42.921,0.0,0.0,0.98,0.02,0.02,0.98
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,5.643,0.0,0.04,0.06,0.9,0.1,0.9
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,5.39,0.0,0.02,0.02,0.96,0.04,0.96
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,5.053,0.06,0.0,0.06,0.88,0.12,0.88
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,5.292,0.0,0.0,0.04,0.96,0.04,0.96
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,5.655,0.0,0.08,0.16,0.76,0.1,0.9
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,5.802,0.0,0.04,0.02,0.94,0.06,0.94
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,5.559,0.02,0.02,0.0,0.96,0.04,0.96
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,84.185,0.3,0.02,0.56,0.12,0.14,0.86
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,5.42,0.08,0.06,0.22,0.64,0.3,0.7
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,82.67,0.0,0.02,0.98,0.0,0.02,0.98
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,83.082,0.0,0.0,0.98,0.02,0.02,0.98
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,83.079,0.0,0.0,1.0,0.0,0.0,1.0
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,82.513,0.0,0.12,0.88,0.0,0.12,0.88
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,5.87,0.0,0.0,0.36,0.64,0.36,0.64
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,82.333,0.04,0.04,0.9,0.02,0.08,0.92
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,82.596,0.02,0.0,0.98,0.0,0.02,0.98
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,82.193,0.02,0.0,0.96,0.02,0.04,0.96
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,5.05,0.02,0.04,0.12,0.82,0.18,0.82
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,4.715,0.0,0.0,0.1,0.9,0.1,0.9
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,4.935,0.0,0.0,0.08,0.92,0.08,0.92
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,5.399,0.06,0.04,0.0,0.9,0.1,0.9
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,83.44,0.44,0.14,0.1,0.32,0.32,0.68
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,83.906,0.0,0.0,0.96,0.04,0.02,0.98
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,58.831,0.0,0.0,0.06,0.94,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,5.047,0.02,0.0,0.02,0.96,0.04,0.96
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,84.419,0.58,0.0,0.38,0.04,0.06,0.94
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,49.465,0.0,0.02,0.98,0.0,0.02,0.98
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,5.12,0.02,0.02,0.0,0.96,0.04,0.96
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,78.912,0.0,0.02,0.98,0.0,0.02,0.98
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,82.987,0.0,0.02,0.96,0.02,0.04,0.96
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,82.591,0.0,0.0,1.0,0.0,0.0,1.0
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,82.585,0.0,0.02,0.98,0.0,0.02,0.98
"[[0, 0], [0, 1]]","[[(1, 1), (1, 1)], [(1, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,5.312,0.04,0.0,0.02,0.94,0.06,0.94
