base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,EmotionProfile.COMPETITIVE,EmotionProfile.COOPERATIVE
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,10.424,0.56,0.02,0.74,0.0,0.24,0.24,0.76
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.129,0.67,0.0,0.08,0.0,0.92,0.08,0.92
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,6.726,0.637,0.0,0.16,0.04,0.8,0.8,0.2
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.883,0.684,0.0,0.22,0.08,0.7,0.3,0.7
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.678,0.648,0.0,0.12,0.0,0.88,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.464,0.682,0.0,0.32,0.0,0.68,0.32,0.68
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,6.162,0.646,0.02,0.02,0.02,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,10.697,0.671,0.0,0.02,0.04,0.94,0.06,0.94
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.187,0.658,0.0,0.04,0.0,0.96,0.04,0.96
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,21.958,0.594,0.1,0.74,0.0,0.16,0.16,0.84
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,18.012,0.612,0.0,0.36,0.0,0.64,0.64,0.36
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,16.192,0.556,0.04,0.6,0.02,0.34,0.36,0.64
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,16.356,0.511,0.0,0.98,0.0,0.02,0.02,0.98
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.823,0.649,0.0,0.12,0.02,0.86,0.12,0.88
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,6.497,0.618,0.0,0.2,0.0,0.8,0.8,0.2
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.429,0.659,0.04,0.04,0.0,0.92,0.08,0.92
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.997,0.732,0.04,0.1,0.02,0.84,0.84,0.16
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,8.885,0.668,0.02,0.02,0.02,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,13.88,0.651,0.0,0.24,0.02,0.74,0.74,0.26
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,15.711,0.67,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,28.654,0.673,0.0,0.06,0.0,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,10.714,0.67,0.0,0.0,0.06,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,49.723,0.698,0.0,0.94,0.04,0.02,0.06,0.94
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,69.058,0.705,0.0,0.98,0.02,0.0,0.02,0.98
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,33.217,0.834,0.54,0.34,0.08,0.04,0.16,0.84
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,60.112,0.646,0.0,0.0,0.1,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,29.659,0.752,0.26,0.08,0.12,0.54,0.7,0.3
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,67.093,0.697,0.0,0.96,0.04,0.0,0.04,0.96
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,38.237,0.718,0.0,0.94,0.04,0.02,0.06,0.94
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,18.793,0.768,0.02,0.98,0.0,0.0,0.02,0.98
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,45.775,0.898,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,59.312,0.731,0.0,0.94,0.0,0.06,0.06,0.94
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,18.258,0.688,0.0,0.04,0.0,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,53.294,0.688,0.02,0.98,0.0,0.0,0.02,0.98
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,59.303,0.694,0.04,0.14,0.02,0.8,0.2,0.8
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,64.011,0.742,0.02,0.96,0.02,0.0,0.04,0.96
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.488,0.679,0.0,0.32,0.04,0.64,0.36,0.64
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,47.051,0.731,0.04,0.02,0.04,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.657,0.674,0.04,0.08,0.0,0.88,0.12,0.88
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.699,0.673,0.0,0.06,0.0,0.94,0.06,0.94
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.114,0.674,0.0,0.2,0.02,0.78,0.22,0.78
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,63.904,0.964,0.68,0.26,0.0,0.06,0.06,0.94
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,22.79,0.692,0.02,0.02,0.0,0.96,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,67.877,0.702,0.02,0.96,0.02,0.0,0.04,0.96
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (0, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,61.619,0.819,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.343,0.654,0.02,0.08,0.02,0.88,0.1,0.9
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,6.969,0.651,0.0,0.04,0.06,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,8.114,0.634,0.0,0.06,0.12,0.82,0.86,0.14
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,8.163,0.658,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,12.191,0.666,0.08,0.06,0.0,0.86,0.14,0.86
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,10.121,0.666,0.0,0.04,0.04,0.92,0.92,0.08
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,6.904,0.626,0.0,0.02,0.04,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.503,0.664,0.0,0.0,0.02,0.98,0.02,0.98
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.871,0.626,0.02,0.0,0.1,0.88,0.88,0.12
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,6.663,0.662,0.0,0.02,0.0,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,6.491,0.637,0.0,0.04,0.02,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.043,0.683,0.02,0.0,0.0,0.98,0.02,0.98
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,15.621,0.629,0.1,0.2,0.02,0.68,0.7,0.3
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.619,0.671,0.0,0.02,0.0,0.98,0.02,0.98
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,9.407,0.666,0.04,0.06,0.0,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.597,0.65,0.0,0.04,0.02,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,10.498,0.657,0.0,0.04,0.06,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,13.822,0.68,0.02,0.0,0.04,0.94,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.913,0.664,0.0,0.12,0.0,0.88,0.12,0.88
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.45,0.652,0.02,0.04,0.02,0.92,0.08,0.92
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,6.312,0.648,0.0,0.14,0.0,0.86,0.86,0.14
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.792,0.64,0.02,0.1,0.04,0.84,0.86,0.14
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,6.381,0.656,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,6.062,0.631,0.08,0.0,0.06,0.86,0.12,0.88
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,6.69,0.592,0.26,0.12,0.0,0.62,0.62,0.38
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,70.634,0.679,0.24,0.24,0.0,0.52,0.52,0.48
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,68.899,0.802,0.0,0.98,0.02,0.0,0.02,0.98
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.341,0.611,0.14,0.72,0.0,0.14,0.14,0.86
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,32.944,0.629,0.0,0.26,0.0,0.74,0.26,0.74
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,63.925,0.66,0.02,0.0,0.02,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,40.689,0.67,0.0,0.0,0.02,0.98,0.02,0.98
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,10.701,0.643,0.02,0.94,0.0,0.04,0.06,0.94
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.045,0.687,0.0,0.0,0.02,0.98,0.02,0.98
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,60.106,0.682,0.04,0.92,0.0,0.04,0.08,0.92
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,57.031,0.653,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,69.898,0.942,0.46,0.48,0.0,0.06,0.06,0.94
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,11.423,0.798,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.154,0.688,0.02,0.0,0.12,0.86,0.14,0.86
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,16.896,0.67,0.04,0.0,0.0,0.96,0.04,0.96
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,63.218,0.75,0.02,0.06,0.0,0.92,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,62.065,0.722,0.4,0.32,0.06,0.22,0.2,0.8
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.611,0.665,0.02,0.02,0.04,0.92,0.06,0.94
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,61.655,0.673,0.0,0.1,0.0,0.9,0.94,0.06
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,34.377,0.927,0.04,0.96,0.0,0.0,0.04,0.96
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.263,0.666,0.04,0.22,0.0,0.74,0.26,0.74
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,36.298,0.67,0.0,0.04,0.0,0.96,0.04,0.96
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.606,0.69,0.0,0.02,0.02,0.96,0.04,0.96
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,6.092,0.666,0.06,0.24,0.0,0.7,0.28,0.72
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,28.896,0.654,0.04,0.0,0.0,0.96,0.04,0.96
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(0, 1), (1, 1)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,62.225,0.671,0.02,0.08,0.0,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,12.902,0.492,0.24,0.5,0.02,0.24,0.74,0.26
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,10.386,0.686,0.0,0.02,0.0,0.98,0.02,0.98
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,7.083,0.642,0.0,0.0,0.0,1.0,0.12,0.88
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.509,0.667,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,5.087,0.678,0.0,0.12,0.06,0.82,0.82,0.18
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,9.046,0.657,0.0,0.04,0.0,0.96,0.04,0.96
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.587,0.679,0.0,0.0,0.02,0.98,0.98,0.02
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,4.726,0.686,0.02,0.0,0.02,0.96,0.96,0.04
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,13.711,0.731,0.06,0.04,0.0,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(0, 0), (0, 0)], [(1, 0), (0, 0)]]",50,800,1.0,0.01,0.01,0.0,0.8,5,1,1.0,800,160,0.0,1.0,0.0,0.8,13.719,0.653,0.0,0.0,0.04,0.96,0.04,0.96
