base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,consensus_thresh,xi,non_consensus_strategy,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,G,AllD_Comp,AllD_Coop,Disc_Comp,Disc_Coop,pDisc_Comp,pDisc_Coop,AllC_Comp,AllC_Coop
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.4,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,8.883,0.274,0.48,0.0,0.82,0.06,0.0,0.1,0.02,0.0,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.4,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,29.426,0.866,0.96,0.04,0.0,0.0,0.8,0.0,0.0,0.16,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.4,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,9.074,0.303,0.3,0.0,0.94,0.04,0.0,0.02,0.0,0.0,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.4,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,8.71,0.163,0.66,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.4,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,89.427,0.954,0.98,0.0,0.0,0.0,0.96,0.02,0.0,0.02,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.4,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,30.034,0.338,0.88,0.74,0.06,0.0,0.12,0.06,0.02,0.0,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.4,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,21.578,0.906,0.96,0.0,0.02,0.0,0.8,0.02,0.0,0.16,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.4,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,38.44,0.962,1.0,0.0,0.0,0.0,0.98,0.0,0.0,0.02,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.4,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,50.339,0.347,0.64,0.0,0.8,0.16,0.0,0.02,0.0,0.02,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.4,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,54.995,0.294,0.86,0.0,0.86,0.02,0.02,0.04,0.0,0.06,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.4,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,51.639,0.308,0.34,0.84,0.0,0.0,0.06,0.0,0.06,0.0,0.04
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.4,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,58.971,0.914,0.96,0.0,0.0,0.0,0.9,0.04,0.0,0.06,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.4,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,78.845,0.842,0.92,0.02,0.0,0.0,0.9,0.06,0.0,0.02,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.6,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,51.198,0.298,0.88,0.94,0.0,0.0,0.0,0.0,0.02,0.0,0.04
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.6,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,37.73,0.38,0.78,0.0,0.74,0.14,0.0,0.02,0.06,0.04,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.6,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,37.031,0.941,0.94,0.02,0.0,0.0,0.8,0.02,0.02,0.14,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.6,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,8.852,0.398,0.66,0.0,0.82,0.0,0.02,0.14,0.0,0.02,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.6,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,74.883,0.522,0.62,0.7,0.0,0.0,0.18,0.02,0.06,0.0,0.04
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.6,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,9.657,0.236,0.78,0.0,0.9,0.08,0.0,0.0,0.0,0.02,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.6,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,73.268,0.97,0.92,0.08,0.0,0.02,0.72,0.0,0.0,0.1,0.08
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.6,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,40.067,0.927,0.9,0.04,0.0,0.0,0.56,0.04,0.0,0.36,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.6,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,43.703,0.974,0.96,0.02,0.0,0.0,0.96,0.0,0.0,0.02,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.6,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,52.496,0.955,0.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.6,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,75.185,0.977,0.96,0.04,0.02,0.0,0.9,0.0,0.0,0.04,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.6,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,89.861,0.979,0.98,0.0,0.0,0.0,0.78,0.02,0.0,0.2,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.6,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,90.193,0.989,0.98,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.6,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,79.19,0.914,0.92,0.0,0.0,0.0,0.78,0.0,0.0,0.22,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.6,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,90.392,0.91,0.92,0.0,0.0,0.0,0.84,0.04,0.0,0.12,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.8,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,27.054,0.986,0.96,0.0,0.02,0.1,0.46,0.02,0.0,0.22,0.18
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.8,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,45.398,0.133,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.8,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,39.18,0.977,0.98,0.02,0.0,0.0,0.82,0.0,0.0,0.16,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.8,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,31.728,0.395,0.84,0.96,0.0,0.0,0.02,0.0,0.0,0.0,0.02
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.8,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,28.701,0.975,0.96,0.02,0.0,0.0,0.64,0.02,0.0,0.32,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.8,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,33.589,0.511,0.78,0.0,0.74,0.02,0.0,0.1,0.1,0.04,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.8,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,40.026,0.609,0.66,0.04,0.68,0.0,0.12,0.02,0.04,0.1,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.8,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,51.734,0.941,0.86,0.04,0.0,0.0,0.84,0.02,0.0,0.1,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.8,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,47.136,0.974,0.92,0.0,0.0,0.0,0.62,0.0,0.06,0.32,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.8,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,47.399,0.343,0.64,0.92,0.0,0.0,0.04,0.0,0.04,0.0,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.8,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,29.319,0.996,0.98,0.02,0.0,0.0,0.74,0.0,0.0,0.24,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.8,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,34.232,0.417,0.3,0.18,0.72,0.0,0.02,0.06,0.0,0.02,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.8,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,21.243,0.591,0.9,0.0,0.7,0.02,0.0,0.24,0.0,0.02,0.02
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.8,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,38.571,0.362,0.32,0.88,0.0,0.0,0.04,0.0,0.06,0.0,0.02
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.8,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,39.764,0.377,0.72,0.0,0.88,0.02,0.08,0.02,0.0,0.0,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,1.0,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,52.963,1.0,0.4,0.56,0.0,0.0,0.26,0.0,0.06,0.08,0.04
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,1.0,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,71.698,1.0,1.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.04
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,1.0,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,62.711,1.0,0.88,0.02,0.0,0.0,0.86,0.02,0.0,0.1,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,1.0,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,58.875,1.0,0.96,0.02,0.0,0.0,0.48,0.0,0.0,0.5,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,1.0,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,63.509,1.0,0.38,0.88,0.0,0.0,0.04,0.0,0.04,0.0,0.04
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,1.0,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,72.437,1.0,0.56,0.48,0.0,0.2,0.04,0.02,0.02,0.0,0.24
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,1.0,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,70.816,1.0,1.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.08
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,1.0,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,69.08,1.0,0.86,0.02,0.02,0.94,0.0,0.0,0.02,0.0,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,1.0,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,67.794,1.0,0.94,0.02,0.0,0.0,0.96,0.02,0.0,0.0,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,1.0,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,75.447,1.0,0.36,0.0,0.66,0.34,0.0,0.0,0.0,0.0,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,1.0,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,64.919,1.0,0.34,0.0,0.86,0.06,0.0,0.04,0.0,0.04,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,1.0,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,67.363,1.0,0.96,0.0,0.0,0.12,0.74,0.0,0.0,0.08,0.06
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,1.0,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,63.616,1.0,0.46,0.0,0.6,0.22,0.1,0.02,0.0,0.04,0.02
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,1.0,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,76.634,1.0,0.88,0.04,0.0,0.24,0.0,0.1,0.3,0.0,0.32
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,1.0,0.6,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,72.597,1.0,0.9,0.04,0.0,0.0,0.9,0.0,0.0,0.06,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.0,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,9.205,0.11,0.44,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.04
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.0,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,9.049,0.11,0.44,0.78,0.0,0.0,0.08,0.0,0.1,0.0,0.04
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.0,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,8.911,0.11,0.44,0.86,0.0,0.0,0.0,0.0,0.02,0.0,0.12
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.0,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,8.975,0.11,0.44,0.86,0.0,0.0,0.12,0.0,0.0,0.0,0.02
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.0,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,9.362,0.11,0.44,0.96,0.0,0.0,0.0,0.0,0.02,0.02,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.0,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,9.138,0.11,0.44,0.92,0.0,0.04,0.0,0.0,0.02,0.0,0.02
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.0,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,8.587,0.11,0.44,0.84,0.0,0.0,0.08,0.0,0.0,0.02,0.06
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.0,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,8.973,0.11,0.44,0.98,0.0,0.0,0.02,0.0,0.0,0.0,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.0,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,9.324,0.11,0.44,0.0,0.92,0.0,0.0,0.06,0.0,0.02,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.0,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,9.21,0.11,0.44,0.9,0.0,0.0,0.0,0.0,0.04,0.0,0.06
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.0,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,9.297,0.11,0.44,0.0,0.68,0.24,0.0,0.06,0.0,0.0,0.02
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.0,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,9.196,0.11,0.44,0.0,0.78,0.04,0.08,0.06,0.0,0.02,0.02
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.0,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,8.638,0.11,0.44,0.0,0.94,0.04,0.0,0.02,0.0,0.0,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.0,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,8.96,0.11,0.44,0.0,0.82,0.04,0.0,0.1,0.0,0.04,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.0,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,9.122,0.11,0.44,0.88,0.0,0.0,0.04,0.02,0.06,0.0,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.2,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,33.27,0.146,0.48,0.0,0.94,0.0,0.0,0.04,0.0,0.02,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.2,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,85.602,0.94,0.98,0.0,0.0,0.0,0.74,0.02,0.0,0.08,0.16
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.2,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,15.281,0.886,0.96,0.04,0.0,0.0,0.84,0.0,0.0,0.12,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.2,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,8.705,0.231,0.44,0.0,0.86,0.08,0.0,0.02,0.0,0.04,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.2,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,41.203,0.319,0.72,0.0,0.82,0.1,0.02,0.02,0.0,0.02,0.02
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.2,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,72.89,0.888,0.98,0.02,0.0,0.0,0.96,0.0,0.0,0.02,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.2,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,56.726,0.274,0.48,0.0,0.8,0.02,0.0,0.12,0.0,0.06,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.2,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,71.571,0.178,0.22,0.96,0.0,0.0,0.0,0.0,0.04,0.0,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.2,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,8.66,0.214,0.64,0.0,0.86,0.06,0.0,0.06,0.0,0.02,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.2,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,69.517,0.135,0.58,0.0,0.98,0.0,0.0,0.0,0.0,0.02,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.2,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,9.206,0.209,0.52,0.0,0.84,0.04,0.0,0.0,0.12,0.0,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.2,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,8.544,0.249,0.6,0.0,0.8,0.06,0.0,0.12,0.0,0.02,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.2,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,76.123,0.268,0.78,0.78,0.0,0.02,0.1,0.0,0.08,0.02,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.2,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,9.067,0.222,0.6,0.0,0.84,0.04,0.0,0.12,0.0,0.0,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(1, 1), (1, 1)]]",50,3000,2.0,0.01,0.01,0.0,0.2,0.8,0.01,emotion,5,1,1.0,3000,750,0.0,1.0,0.0,1.0,67.413,0.928,0.96,0.02,0.02,0.04,0.4,0.0,0.0,0.02,0.5
